"client_id";"contact_date";"contact_outcome"
38173;2008-05-05;other
38173;2008-05-06;success
38173;2008-05-08;other
38173;2008-05-11;success
38173;2008-05-11;other
38173;2008-05-15;other
38173;2008-05-16;failure
38173;2008-05-18;other
38173;2008-05-21;success
38173;2008-06-01;success
38173;2008-06-05;failure
38173;2008-06-07;other
38173;2008-06-08;failure
38173;2008-06-10;success
38173;2008-06-17;failure
38173;2008-06-18;failure
38174;2008-05-13;success
38174;2008-05-29;failure
38174;2008-07-09;failure
38174;2008-07-26;other
38174;2008-07-28;failure
38175;2008-04-15;other
38175;2008-05-15;failure
38176;2008-05-21;other
38181;2008-03-20;failure
38181;2008-03-29;failure
38181;2008-05-15;success
38181;2008-06-09;failure
38183;2008-05-16;failure
38187;2008-05-16;failure
38188;2008-02-24;success
38188;2008-03-12;success
38188;2008-05-23;failure
38189;2008-04-10;failure
38189;2008-05-11;success
38189;2008-06-06;success
38189;2008-06-18;success
38189;2008-06-22;failure
38189;2008-06-23;success
38189;2008-07-09;failure
38191;2008-06-19;other
38191;2008-07-28;other
38194;2008-03-01;other
38194;2008-03-31;failure
38194;2008-05-17;failure
38194;2008-05-25;success
38194;2008-05-29;failure
38195;2008-09-22;success
38195;2008-10-12;success
38195;2008-10-19;failure
38195;2008-11-01;success
38195;2008-11-09;other
38195;2008-11-21;failure
38196;2008-05-16;failure
38198;2008-02-21;success
38198;2008-04-10;failure
38198;2008-04-25;failure
38198;2008-05-05;failure
38198;2008-05-09;failure
38199;2008-03-07;failure
38199;2008-05-12;failure
38200;2008-11-20;failure
38203;2008-02-17;other
38203;2008-02-24;other
38203;2008-03-27;success
38203;2008-05-15;other
38204;2008-11-18;failure
38207;2008-05-28;failure
38211;2008-08-11;failure
38212;2008-11-16;failure
38212;2008-11-19;failure
38215;2008-05-23;failure
38218;2008-06-08;failure
38218;2008-08-22;failure
38220;2008-05-05;failure
38220;2008-05-09;failure
38221;2008-04-19;other
38221;2008-05-10;failure
38221;2008-05-13;success
38221;2008-06-13;other
38221;2008-06-19;failure
38223;2008-05-08;success
38223;2008-05-21;other
38223;2008-06-02;failure
38225;2008-06-04;failure
38226;2008-05-07;success
38226;2008-07-19;other
38226;2008-07-28;failure
38228;2008-03-03;success
38228;2008-03-13;failure
38228;2008-03-31;success
38228;2008-04-03;failure
38228;2008-04-03;failure
38228;2008-04-14;other
38228;2008-04-14;other
38228;2008-04-16;success
38228;2008-04-25;other
38228;2008-05-20;other
38228;2008-05-28;success
38228;2008-05-29;other
38230;2008-07-07;failure
38230;2008-07-17;other
38231;2008-05-01;failure
38231;2008-05-04;success
38231;2008-05-21;other
38231;2008-05-23;failure
38231;2008-07-15;failure
38235;2008-04-09;failure
38235;2008-05-19;failure
38236;2008-04-22;success
38236;2008-07-08;failure
38237;2008-03-22;failure
38237;2008-03-24;failure
38237;2008-04-12;success
38237;2008-05-15;success
38237;2008-05-18;failure
38237;2008-05-23;other
38237;2008-05-24;other
38237;2008-05-30;failure
38241;2008-04-18;other
38241;2008-04-22;success
38241;2008-05-16;other
38246;2008-03-17;other
38246;2008-05-02;success
38246;2008-05-14;other
38246;2008-05-15;failure
38246;2008-05-20;failure
38247;2008-06-11;success
38247;2008-06-17;other
38247;2008-07-05;failure
38247;2008-08-11;failure
38248;2008-04-29;other
38248;2008-05-10;success
38248;2008-05-12;failure
38249;2008-05-16;other
38251;2008-05-09;failure
38252;2008-02-17;other
38252;2008-03-15;success
38252;2008-03-15;success
38252;2008-04-26;other
38252;2008-05-15;failure
38253;2008-03-04;success
38253;2008-03-16;failure
38253;2008-05-02;failure
38253;2008-05-03;other
38253;2008-05-27;other
38254;2008-03-06;other
38254;2008-03-17;other
38254;2008-04-13;success
38254;2008-05-19;failure
38255;2008-04-03;success
38255;2008-05-12;failure
38255;2008-05-27;other
38256;2008-03-10;other
38256;2008-03-20;failure
38256;2008-04-06;other
38256;2008-04-09;other
38256;2008-05-06;other
38256;2008-05-13;success
38256;2008-05-18;success
38256;2008-05-23;failure
38256;2008-05-31;other
38256;2008-06-03;failure
38257;2008-05-26;other
38260;2008-11-20;failure
38261;2008-05-16;other
38262;2008-05-18;failure
38262;2008-05-21;success
38262;2008-06-30;other
38262;2008-07-22;failure
38263;2008-04-21;success
38263;2008-06-25;failure
38263;2008-07-07;failure
38264;2008-04-19;success
38264;2008-05-03;success
38264;2008-06-02;failure
38266;2008-05-12;failure
38267;2008-07-21;failure
38269;2008-03-06;success
38269;2008-03-31;failure
38269;2008-04-22;failure
38269;2008-05-13;failure
38272;2008-09-06;other
38272;2008-09-21;success
38272;2008-10-20;failure
38272;2008-11-17;failure
38273;2008-03-14;other
38273;2008-03-26;failure
38273;2008-03-28;other
38273;2008-05-23;success
38273;2008-05-28;failure
38275;2008-05-28;failure
38276;2008-07-01;success
38276;2008-08-14;failure
38277;2008-03-07;failure
38277;2008-03-19;other
38277;2008-04-10;failure
38277;2008-05-12;failure
38278;2008-04-15;other
38278;2008-05-04;failure
38278;2008-05-30;other
38278;2008-06-04;other
38283;2008-03-19;failure
38283;2008-04-18;success
38283;2008-04-21;failure
38283;2008-06-06;failure
38285;2008-05-12;failure
38288;2008-03-21;failure
38288;2008-03-24;failure
38288;2008-05-19;failure
38290;2009-02-16;other
38292;2008-05-19;success
38292;2008-07-22;other
38294;2008-05-12;failure
38298;2008-03-01;success
38298;2008-04-04;success
38298;2008-05-08;other
38298;2008-05-17;success
38298;2008-05-30;other
38301;2008-05-13;other
38301;2008-05-15;success
38301;2008-06-20;failure
38303;2008-04-16;success
38303;2008-05-14;success
38303;2008-06-04;failure
38304;2008-05-06;success
38304;2008-05-16;other
38308;2008-06-03;failure
38308;2008-06-04;failure
38311;2008-02-29;other
38311;2008-05-04;failure
38311;2008-05-19;other
38315;2008-07-21;other
38318;2008-05-13;other
38319;2008-03-01;failure
38319;2008-03-12;success
38319;2008-05-16;success
38319;2008-05-20;other
38322;2008-05-12;failure
38323;2008-05-12;failure
38324;2008-04-02;success
38324;2008-05-02;failure
38324;2008-05-19;other
38324;2008-05-29;failure
38324;2008-06-07;other
38324;2008-06-12;other
38327;2008-02-29;other
38327;2008-03-02;success
38327;2008-03-04;success
38327;2008-03-06;failure
38327;2008-03-11;other
38327;2008-03-11;success
38327;2008-03-12;other
38327;2008-03-13;failure
38327;2008-03-13;success
38327;2008-03-17;other
38327;2008-03-18;other
38327;2008-03-21;other
38327;2008-03-21;success
38327;2008-03-23;other
38327;2008-03-24;failure
38327;2008-03-25;failure
38327;2008-03-26;failure
38327;2008-03-28;success
38327;2008-03-31;other
38327;2008-03-31;success
38327;2008-03-31;failure
38327;2008-04-01;success
38327;2008-04-03;success
38327;2008-04-04;failure
38327;2008-04-06;other
38327;2008-04-10;other
38327;2008-04-10;success
38327;2008-04-11;failure
38327;2008-04-12;success
38327;2008-04-14;other
38327;2008-04-17;other
38327;2008-04-20;success
38327;2008-04-21;other
38327;2008-04-22;other
38327;2008-04-22;failure
38327;2008-04-23;other
38327;2008-04-24;failure
38327;2008-04-29;failure
38327;2008-05-04;other
38327;2008-05-05;other
38327;2008-05-05;failure
38327;2008-05-05;failure
38327;2008-05-06;success
38327;2008-05-07;failure
38327;2008-05-08;failure
38327;2008-05-12;failure
38327;2008-05-12;success
38327;2008-05-13;other
38327;2008-05-13;success
38327;2008-05-14;failure
38327;2008-05-15;success
38327;2008-05-17;other
38327;2008-05-17;success
38327;2008-05-19;success
38327;2008-05-21;success
38327;2008-05-21;success
38327;2008-05-23;failure
38327;2008-05-27;other
38328;2008-06-04;failure
38329;2008-11-07;success
38329;2008-11-20;failure
38334;2008-04-08;other
38334;2008-05-12;failure
38335;2008-03-31;failure
38335;2008-06-26;failure
38336;2008-05-19;failure
38337;2008-03-04;other
38337;2008-05-15;other
38344;2008-04-07;success
38344;2008-04-22;success
38344;2008-04-30;failure
38344;2008-06-20;failure
38347;2008-09-19;failure
38347;2008-09-29;failure
38347;2008-11-21;other
38351;2008-03-11;other
38351;2008-05-21;failure
38356;2008-05-19;other
38356;2008-06-10;success
38356;2008-07-21;other
38357;2008-09-17;success
38357;2008-09-19;failure
38357;2008-10-03;failure
38357;2008-10-27;success
38357;2008-11-16;failure
38357;2008-11-21;failure
38359;2008-06-09;failure
38360;2008-04-12;other
38360;2008-05-13;success
38360;2008-05-21;success
38366;2008-05-28;other
38367;2008-05-07;other
38369;2008-09-11;failure
38369;2008-09-14;success
38369;2008-10-01;success
38369;2008-10-24;other
38369;2008-11-10;other
38369;2008-11-12;failure
38369;2008-11-21;other
38371;2008-05-22;success
38371;2008-06-01;failure
38371;2008-06-22;other
38371;2008-07-12;success
38371;2008-07-23;failure
38371;2008-08-01;other
38371;2008-08-14;failure
38371;2008-08-18;other
38372;2008-02-25;other
38372;2008-05-04;success
38372;2008-05-16;failure
38374;2008-07-10;failure
38376;2008-06-15;success
38376;2008-07-02;failure
38376;2008-07-08;other
38376;2008-08-20;failure
38380;2008-07-21;failure
38385;2008-06-17;other
38385;2008-06-19;failure
38388;2008-11-20;failure
38391;2008-06-04;other
38393;2008-05-09;failure
38394;2008-05-07;failure
38395;2008-05-13;success
38395;2008-06-10;success
38395;2008-06-12;failure
38396;2008-05-28;failure
38397;2008-02-27;other
38397;2008-05-19;failure
38399;2008-05-12;failure
38401;2008-05-21;failure
38403;2008-05-19;failure
38406;2008-05-30;failure
38410;2008-02-18;other
38410;2008-05-08;failure
38411;2008-05-19;failure
38414;2008-05-28;other
38417;2008-06-14;other
38417;2008-07-25;other
38417;2008-08-12;failure
38420;2008-05-08;failure
38424;2008-05-09;other
38425;2008-05-16;failure
38427;2008-05-01;other
38427;2008-05-10;failure
38427;2008-07-24;failure
38429;2008-04-11;other
38429;2008-05-19;other
38429;2008-06-02;other
38430;2008-05-25;failure
38430;2008-06-16;failure
38431;2008-04-25;other
38431;2008-05-26;failure
38432;2008-11-18;failure
38434;2008-10-02;other
38434;2008-11-12;failure
38434;2008-11-18;failure
38434;2008-11-21;failure
38436;2008-05-28;other
38437;2008-07-21;failure
38438;2008-05-27;success
38438;2008-05-28;failure
38439;2008-04-11;other
38439;2008-04-15;other
38439;2008-04-18;success
38439;2008-05-06;failure
38439;2008-05-31;other
38439;2008-07-07;other
38440;2008-05-30;failure
38442;2008-05-06;failure
38443;2008-05-29;other
38443;2008-06-02;failure
38447;2008-04-10;success
38447;2008-04-19;failure
38447;2008-05-17;other
38447;2008-05-28;failure
38454;2008-04-22;failure
38454;2008-05-12;failure
38454;2008-05-20;failure
38462;2008-03-30;failure
38462;2008-04-23;success
38462;2008-05-08;failure
38470;2008-10-07;success
38470;2008-11-16;other
38470;2008-11-18;failure
38472;2008-05-19;other
38473;2008-03-11;other
38473;2008-05-29;failure
38475;2008-07-22;other
38477;2008-03-19;failure
38477;2008-04-22;success
38477;2008-05-27;failure
38478;2008-02-22;success
38478;2008-04-14;failure
38478;2008-05-13;failure
38479;2008-06-03;failure
38480;2008-05-18;failure
38480;2008-06-19;failure
38482;2008-05-10;other
38482;2008-07-25;success
38484;2008-03-14;other
38484;2008-04-02;other
38484;2008-04-29;other
38484;2008-05-14;failure
38485;2008-05-27;success
38485;2008-05-29;failure
38485;2008-08-14;other
38486;2008-03-31;success
38486;2008-05-21;other
38489;2008-04-09;success
38489;2008-05-22;other
38489;2008-06-06;failure
38491;2008-05-14;failure
38492;2008-04-01;success
38492;2008-05-28;failure
38494;2008-05-23;other
38496;2008-11-20;other
38498;2008-11-20;failure
38499;2008-03-23;success
38499;2008-05-13;failure
38503;2008-02-19;failure
38503;2008-05-14;failure
38503;2008-05-16;other
38504;2008-07-25;other
38505;2008-06-19;failure
38507;2008-03-24;success
38507;2008-04-17;other
38507;2008-04-27;other
38507;2008-05-29;failure
38508;2008-05-28;failure
38512;2008-03-30;success
38512;2008-04-01;other
38512;2008-04-13;other
38512;2008-04-26;failure
38512;2008-05-11;success
38512;2008-05-29;other
38514;2008-07-22;failure
38516;2008-03-16;other
38516;2008-03-26;failure
38516;2008-05-07;failure
38520;2008-05-21;failure
38524;2008-05-04;other
38524;2008-05-21;failure
38527;2008-05-03;failure
38527;2008-05-12;failure
38527;2008-07-23;failure
38530;2008-05-03;success
38530;2008-07-22;other
38532;2008-04-23;failure
38532;2008-05-09;success
38534;2008-11-20;failure
38537;2008-03-25;failure
38537;2008-05-09;failure
38538;2008-04-17;failure
38538;2008-05-30;failure
38538;2008-06-17;failure
38539;2008-07-21;failure
38541;2008-05-28;success
38545;2008-05-05;failure
38545;2008-05-28;other
38551;2008-05-07;other
38553;2008-03-03;success
38553;2008-03-06;success
38553;2008-03-12;success
38553;2008-05-07;other
38554;2008-04-20;other
38554;2008-05-27;other
38556;2008-04-19;other
38556;2008-04-25;success
38556;2008-05-02;other
38556;2008-05-06;success
38556;2008-05-10;failure
38556;2008-05-15;other
38556;2008-05-17;failure
38556;2008-05-20;failure
38556;2008-05-31;success
38556;2008-05-31;failure
38556;2008-06-11;failure
38556;2008-06-12;failure
38557;2008-04-24;failure
38557;2008-05-06;failure
38558;2008-05-12;failure
38559;2008-06-03;other
38563;2008-05-26;failure
38564;2008-02-11;success
38564;2008-03-05;other
38564;2008-03-09;failure
38564;2008-05-08;failure
38565;2008-11-19;failure
38569;2008-04-02;success
38569;2008-05-07;failure
38570;2008-02-26;failure
38570;2008-03-18;success
38570;2008-04-04;failure
38570;2008-05-10;other
38570;2008-05-21;other
38573;2008-05-16;other
38573;2008-05-19;other
38573;2008-07-11;failure
38573;2008-07-31;failure
38574;2008-02-25;failure
38574;2008-02-27;other
38574;2008-03-03;other
38574;2008-03-17;failure
38574;2008-03-18;success
38574;2008-03-21;other
38574;2008-03-23;success
38574;2008-03-27;failure
38574;2008-03-27;failure
38574;2008-03-30;other
38574;2008-03-30;success
38574;2008-04-02;success
38574;2008-04-02;success
38574;2008-04-04;success
38574;2008-04-08;other
38574;2008-04-10;success
38574;2008-04-14;other
38574;2008-04-16;failure
38574;2008-04-20;success
38574;2008-04-25;other
38574;2008-04-25;failure
38574;2008-05-09;failure
38574;2008-05-11;other
38574;2008-05-15;other
38576;2008-03-21;failure
38576;2008-03-30;success
38576;2008-03-31;failure
38576;2008-04-02;success
38576;2008-04-08;other
38576;2008-04-08;success
38576;2008-04-10;other
38576;2008-04-15;failure
38576;2008-04-29;failure
38576;2008-05-03;failure
38576;2008-05-06;failure
38576;2008-05-12;success
38576;2008-05-21;other
38576;2008-05-26;success
38576;2008-05-28;success
38576;2008-06-06;success
38576;2008-06-12;success
38576;2008-06-16;failure
38577;2008-05-28;other
38580;2008-04-07;other
38580;2008-04-08;success
38580;2008-04-21;failure
38580;2008-05-02;other
38580;2008-06-03;failure
38582;2008-03-26;other
38582;2008-06-09;failure
38583;2008-04-19;success
38583;2008-05-02;other
38583;2008-06-01;success
38583;2008-06-02;failure
38584;2008-08-24;success
38584;2008-09-11;other
38584;2008-09-13;failure
38584;2008-10-21;success
38584;2008-11-01;other
38584;2008-11-19;other
38587;2008-07-21;failure
38588;2008-11-18;failure
38590;2008-05-08;other
38591;2008-03-20;other
38591;2008-05-15;failure
38593;2008-05-09;success
38593;2008-05-16;other
38594;2008-08-24;failure
38594;2008-10-16;failure
38594;2008-10-18;other
38594;2008-11-07;failure
38594;2008-11-19;failure
38597;2008-05-12;failure
38605;2008-02-21;other
38605;2008-03-01;success
38605;2008-03-25;failure
38605;2008-04-13;failure
38605;2008-04-21;success
38605;2008-04-21;failure
38605;2008-05-14;other
38606;2008-10-28;success
38606;2008-11-07;other
38606;2008-11-18;failure
38608;2008-09-04;failure
38608;2008-09-18;failure
38608;2008-11-21;other
38612;2008-02-17;failure
38612;2008-02-24;success
38612;2008-03-02;other
38612;2008-04-27;other
38612;2008-04-28;success
38612;2008-04-29;other
38612;2008-05-13;other
38613;2008-02-22;success
38613;2008-02-22;failure
38613;2008-03-23;other
38613;2008-04-26;other
38613;2008-05-15;other
38614;2008-05-12;failure
38615;2008-05-20;failure
38618;2008-04-12;other
38618;2008-05-21;failure
38631;2008-03-21;other
38631;2008-04-23;other
38631;2008-05-11;success
38631;2008-05-12;failure
38632;2008-03-04;failure
38632;2008-03-09;other
38632;2008-03-12;success
38632;2008-03-19;failure
38632;2008-04-17;failure
38632;2008-04-29;other
38632;2008-05-17;success
38632;2008-05-26;success
38632;2008-06-02;failure
38633;2008-02-14;other
38633;2008-03-02;failure
38633;2008-03-22;failure
38633;2008-04-30;success
38633;2008-05-09;other
38635;2008-05-15;failure
38636;2008-05-12;failure
38637;2008-02-22;other
38637;2008-05-19;failure
38643;2008-03-22;other
38643;2008-04-17;other
38643;2008-05-16;failure
38644;2008-02-24;other
38644;2008-05-16;failure
38645;2008-03-02;other
38645;2008-05-09;failure
38646;2008-06-03;other
38646;2008-07-11;success
38646;2008-07-13;failure
38646;2008-07-13;other
38646;2008-07-25;other
38646;2008-07-28;failure
38653;2008-05-27;failure
38653;2008-05-28;failure
38654;2008-04-19;other
38654;2008-05-12;failure
38655;2008-09-20;other
38655;2008-10-05;failure
38655;2008-10-12;other
38655;2008-10-19;success
38655;2008-11-17;failure
38658;2008-05-02;success
38658;2008-05-03;failure
38658;2008-05-19;failure
38661;2008-02-24;failure
38661;2008-05-06;other
38662;2008-03-21;success
38662;2008-04-17;success
38662;2008-04-21;other
38662;2008-04-21;failure
38662;2008-04-28;success
38662;2008-05-28;other
38662;2008-06-03;failure
38662;2008-06-06;success
38662;2008-06-07;failure
38662;2008-06-09;success
38662;2008-06-12;success
38662;2008-06-17;failure
38662;2008-06-18;failure
38664;2008-06-02;failure
38667;2008-04-28;success
38667;2008-05-22;success
38667;2008-05-27;failure
38668;2008-03-20;success
38668;2008-05-19;failure
38669;2008-09-12;other
38669;2008-10-15;other
38669;2008-10-20;other
38669;2008-11-21;failure
38670;2008-05-31;failure
38670;2008-06-14;other
38670;2008-07-22;failure
38672;2008-07-21;failure
38674;2008-05-23;failure
38675;2008-04-16;success
38675;2008-05-08;failure
38676;2008-03-25;success
38676;2008-04-09;failure
38676;2008-05-13;failure
38676;2008-05-14;other
38677;2008-04-11;failure
38677;2008-05-21;failure
38680;2008-05-09;failure
38681;2008-04-13;success
38681;2008-06-03;failure
38683;2008-06-16;failure
38684;2008-05-09;failure
38686;2008-03-25;other
38686;2008-04-26;failure
38686;2008-04-30;failure
38686;2008-05-08;other
38686;2008-05-13;other
38686;2008-05-20;other
38686;2008-05-26;other
38686;2008-06-02;other
38686;2008-06-04;other
38687;2008-03-21;failure
38687;2008-04-10;other
38687;2008-06-06;failure
38689;2008-03-01;failure
38689;2008-05-12;failure
38691;2008-05-05;failure
38692;2008-05-15;other
38696;2008-03-06;failure
38696;2008-03-30;other
38696;2008-05-13;failure
38700;2008-09-07;failure
38700;2008-10-15;other
38700;2008-11-01;success
38700;2008-11-02;other
38700;2008-11-21;failure
38701;2008-08-31;failure
38701;2008-09-08;failure
38701;2008-11-21;failure
38703;2008-03-21;other
38703;2008-04-08;other
38703;2008-04-10;failure
38703;2008-04-17;success
38703;2008-04-18;success
38703;2008-04-23;failure
38703;2008-04-28;success
38703;2008-04-29;success
38703;2008-05-04;success
38703;2008-05-07;success
38703;2008-05-08;success
38703;2008-05-12;success
38703;2008-05-15;other
38703;2008-05-18;failure
38703;2008-06-14;other
38703;2008-06-18;other
38704;2008-03-06;other
38704;2008-05-20;success
38704;2008-05-21;failure
38707;2008-09-10;failure
38707;2008-10-13;success
38707;2008-11-17;failure
38710;2008-03-01;failure
38710;2008-03-16;failure
38710;2008-03-21;other
38710;2008-04-02;failure
38710;2008-05-29;failure
38711;2008-03-26;success
38711;2008-05-15;success
38711;2008-05-22;success
38711;2008-06-02;success
38711;2008-06-05;success
38711;2008-06-17;failure
38717;2008-04-11;success
38717;2008-04-11;other
38717;2008-05-09;failure
38717;2008-06-08;failure
38717;2008-06-16;other
38718;2008-03-28;success
38718;2008-03-30;other
38718;2008-04-21;failure
38718;2008-06-06;other
38719;2008-05-21;failure
38721;2008-03-25;other
38721;2008-05-28;failure
38722;2008-05-30;failure
38724;2008-03-29;failure
38724;2008-06-19;failure
38726;2008-07-07;failure
38727;2008-05-16;other
38729;2008-09-01;success
38729;2008-10-02;other
38729;2008-10-11;success
38729;2008-11-15;failure
38729;2008-11-21;failure
38730;2008-02-28;success
38730;2008-02-29;failure
38730;2008-03-03;other
38730;2008-03-04;other
38730;2008-03-21;other
38730;2008-04-06;failure
38730;2008-04-10;failure
38730;2008-04-13;other
38730;2008-05-16;other
38731;2008-05-14;other
38732;2008-04-30;other
38732;2008-05-23;success
38732;2008-05-30;failure
38740;2008-04-23;success
38740;2008-05-27;failure
38741;2008-09-27;failure
38741;2008-10-09;success
38741;2008-10-27;success
38741;2008-11-03;failure
38741;2008-11-10;success
38741;2008-11-21;success
38743;2008-11-21;other
38745;2008-11-20;failure
38747;2008-03-08;failure
38747;2008-04-12;success
38747;2008-05-15;failure
38748;2008-04-11;failure
38748;2008-05-28;failure
38750;2008-03-01;failure
38750;2008-03-02;other
38750;2008-03-03;failure
38750;2008-03-10;failure
38750;2008-03-13;failure
38750;2008-03-29;failure
38750;2008-04-04;success
38750;2008-04-08;success
38750;2008-04-13;other
38750;2008-04-24;failure
38750;2008-05-05;other
38750;2008-05-09;failure
38750;2008-05-26;other
38751;2008-10-02;other
38751;2008-10-02;success
38751;2008-11-03;failure
38751;2008-11-13;other
38751;2008-11-21;failure
38756;2008-04-25;success
38756;2008-06-04;failure
38760;2008-04-05;success
38760;2008-04-09;failure
38760;2008-05-02;other
38760;2008-06-18;failure
38761;2008-02-28;success
38761;2008-04-13;success
38761;2008-04-29;other
38761;2008-05-28;other
38767;2008-09-16;success
38767;2008-10-11;failure
38767;2008-10-14;failure
38767;2008-10-29;failure
38767;2008-11-21;other
38771;2008-02-22;success
38771;2008-02-22;other
38771;2008-02-22;failure
38771;2008-02-23;success
38771;2008-02-26;failure
38771;2008-02-27;other
38771;2008-03-06;failure
38771;2008-03-07;other
38771;2008-03-13;success
38771;2008-03-14;success
38771;2008-03-20;success
38771;2008-03-21;other
38771;2008-03-27;other
38771;2008-03-31;failure
38771;2008-04-01;other
38771;2008-04-15;success
38771;2008-04-16;success
38771;2008-04-17;other
38771;2008-04-25;failure
38771;2008-04-28;success
38771;2008-05-10;success
38771;2008-05-19;other
38772;2008-05-08;failure
38772;2008-05-12;other
38773;2008-03-02;failure
38773;2008-03-19;failure
38773;2008-03-28;other
38773;2008-04-01;failure
38773;2008-04-03;failure
38773;2008-04-03;failure
38773;2008-04-17;failure
38773;2008-05-21;other
38777;2008-03-07;failure
38777;2008-03-22;failure
38777;2008-03-24;success
38777;2008-03-30;failure
38777;2008-04-05;other
38777;2008-04-21;success
38777;2008-04-22;success
38777;2008-04-23;other
38777;2008-05-21;failure
38777;2008-05-25;failure
38777;2008-06-02;other
38782;2008-02-23;other
38782;2008-05-19;failure
38783;2008-03-10;other
38783;2008-03-31;other
38783;2008-04-18;success
38783;2008-05-25;failure
38783;2008-05-27;failure
38783;2008-06-03;other
38785;2008-05-12;failure
38789;2008-03-08;other
38789;2008-03-30;other
38789;2008-04-25;other
38789;2008-04-29;success
38789;2008-05-23;failure
38790;2008-05-21;other
38791;2008-05-29;success
38792;2008-07-24;failure
38797;2008-05-15;other
38798;2008-08-25;success
38798;2008-08-29;other
38798;2008-10-07;success
38798;2008-10-08;success
38798;2008-10-23;failure
38798;2008-10-23;success
38798;2008-10-31;other
38798;2008-11-10;other
38798;2008-11-15;other
38798;2008-11-20;failure
38801;2008-05-28;other
38801;2008-06-03;other
38802;2008-09-03;success
38802;2008-11-19;other
38803;2008-02-19;other
38803;2008-02-22;success
38803;2008-02-29;failure
38803;2008-03-06;failure
38803;2008-03-08;success
38803;2008-03-17;other
38803;2008-03-19;success
38803;2008-03-21;other
38803;2008-03-30;other
38803;2008-03-30;failure
38803;2008-03-31;other
38803;2008-04-03;failure
38803;2008-04-04;failure
38803;2008-04-09;failure
38803;2008-04-17;success
38803;2008-04-20;failure
38803;2008-04-22;other
38803;2008-04-23;other
38803;2008-04-23;other
38803;2008-04-24;other
38803;2008-05-01;success
38803;2008-05-06;failure
38803;2008-05-06;other
38803;2008-05-08;other
38803;2008-05-16;failure
38804;2008-03-02;failure
38804;2008-03-27;other
38804;2008-04-17;failure
38804;2008-04-24;failure
38804;2008-04-25;failure
38804;2008-05-11;success
38804;2008-05-13;other
38804;2008-05-15;failure
38804;2008-05-20;failure
38810;2008-03-15;success
38810;2008-04-05;other
38810;2008-04-21;other
38810;2008-04-27;success
38810;2008-05-02;success
38810;2008-05-04;other
38810;2008-05-18;other
38810;2008-05-22;other
38810;2008-06-02;other
38814;2008-08-26;other
38814;2008-08-30;failure
38814;2008-09-01;success
38814;2008-09-06;other
38814;2008-09-26;success
38814;2008-09-29;failure
38814;2008-09-30;failure
38814;2008-10-07;failure
38814;2008-10-12;other
38814;2008-10-12;other
38814;2008-10-16;other
38814;2008-10-20;failure
38814;2008-10-26;other
38814;2008-10-30;other
38814;2008-11-21;failure
38815;2008-03-10;failure
38815;2008-06-02;failure
38816;2008-04-30;failure
38816;2008-04-30;success
38816;2008-05-04;failure
38816;2008-05-18;failure
38816;2008-07-13;other
38816;2008-07-29;other
38820;2008-05-12;success
38820;2008-07-22;success
38822;2008-05-03;success
38822;2008-05-27;other
38825;2008-03-17;failure
38825;2008-04-06;failure
38825;2008-04-07;success
38825;2008-04-26;success
38825;2008-06-04;failure
38826;2008-05-13;failure
38829;2008-05-25;failure
38829;2008-07-18;success
38830;2008-04-14;failure
38830;2008-04-28;failure
38830;2008-04-29;other
38830;2008-05-16;other
38837;2008-07-13;failure
38837;2008-07-23;other
38838;2008-04-03;failure
38838;2008-05-28;failure
38839;2008-05-16;other
38839;2008-05-28;failure
38840;2008-08-23;other
38840;2008-10-20;success
38840;2008-10-29;failure
38840;2008-11-05;failure
38840;2008-11-21;failure
38846;2008-06-02;failure
38847;2008-03-16;other
38847;2008-03-27;failure
38847;2008-05-14;failure
38847;2008-05-15;failure
38848;2008-07-03;other
38848;2008-07-07;failure
38848;2008-07-08;other
38848;2008-07-15;other
38848;2008-07-27;success
38848;2008-08-27;failure
38849;2008-11-19;failure
38851;2008-10-08;other
38851;2008-10-17;success
38851;2008-11-19;failure
38852;2008-02-25;success
38852;2008-02-25;other
38852;2008-03-04;other
38852;2008-03-04;other
38852;2008-03-04;success
38852;2008-03-08;other
38852;2008-03-12;success
38852;2008-03-17;failure
38852;2008-03-19;success
38852;2008-03-21;failure
38852;2008-03-23;success
38852;2008-03-23;failure
38852;2008-03-27;success
38852;2008-03-29;other
38852;2008-03-31;success
38852;2008-04-15;failure
38852;2008-04-20;other
38852;2008-04-20;success
38852;2008-04-20;success
38852;2008-04-22;other
38852;2008-04-23;failure
38852;2008-04-24;other
38852;2008-04-30;other
38852;2008-05-06;failure
38852;2008-05-10;other
38852;2008-05-12;failure
38852;2008-05-13;failure
38852;2008-05-21;failure
38853;2008-05-09;other
38853;2008-05-19;other
38856;2008-06-13;other
38856;2008-06-15;success
38856;2008-06-15;success
38856;2008-06-21;failure
38856;2008-06-26;failure
38856;2008-06-29;failure
38856;2008-07-16;success
38856;2008-08-25;failure
38857;2008-04-03;failure
38857;2008-04-10;success
38857;2008-05-28;failure
38861;2008-05-13;failure
38862;2008-05-28;failure
38864;2008-05-13;failure
38866;2008-05-20;failure
38867;2008-04-27;failure
38867;2008-04-30;success
38867;2008-05-09;other
38867;2008-05-19;other
38867;2008-06-03;other
38868;2008-09-03;success
38868;2008-11-19;failure
38871;2008-04-03;success
38871;2008-05-26;other
38872;2008-11-05;failure
38872;2008-11-15;failure
38872;2008-11-19;failure
38874;2008-04-22;failure
38874;2008-05-20;failure
38875;2008-08-26;failure
